x,y
2.2186507182949207,1.1845597067529527
2.9068970495609165,3.216393094997069
3.057199308856662,3.67657854240376
3.1384050446206566,2.58841304007471
3.0761624457453878,1.272983302059451
,-1.7388361579364089
4.026340290714916,3.1208332053838133
1.7618734429815108,1.6711263040068771
,-2.8594466729356185
2.609195923475941,3.2110541185097685
2.073183902871996,3.6889335807298647
2.13972876054564,0.828465620565797
3.6381477542630063,4.490098511889118
2.23979190095117,2.4650830967864916
3.2847559090404306,4.106203267019939
2.4022168915367526,3.8190959968400975
3.8125348821135896,4.120576784531472
3.937837685725878,2.8399131274120846
1.9525111485982074,2.7341692231689128
0.6668562513271881,-0.7274466430507942
4.51604082910057,3.7364323877641152
3.797270289762971,5.777061096867834
3.7577644633598553,4.613445312890738
1.2378253983373388,1.0842367642087427
2.4422895329436334,3.2879981430582426
1.314528337239947,2.5627915393857883
3.3089962442629868,4.561180535476987
4.000279993163193,4.095375544594893
4.171066088332835,4.025131804904551
2.2807699132770125,3.416423849764435
3.8676929102698945,5.589965858978107
,-0.8022849362616049
3.6758076285966794,4.933844784715696
4.392524758163892,4.376048015597116
1.8617938717544875,3.2416542619884705
3.313924540860033,3.9854007498996245
3.6356008188632054,2.239223493216054
2.905792047810893,3.3217381264464523
3.4624604808464206,2.7317559144848813
2.526854890350342,2.11262777256497
1.7404096538008078,2.4199292268045003
2.1876256141262194,2.3829562493555287
2.809412776104973,1.2990723426950648
3.735437735511951,3.165793562660254
1.1976118170736259,-0.36763644507041016
4.700527774617235,3.984191046875312
2.144086596869445,1.2748409792878528
2.1784549789682273,3.2682337786092948
3.099466353868624,3.0584910684771436
3.6762677568392683,5.174380262033472
3.5688863173540923,1.7514914695513846
3.4043021090262098,2.641932096359471
1.960587666385209,2.4892174973798515
3.374623120891375,3.8980184201901924
2.4071874359466032,1.5318870475792408
3.3917845121569554,3.5436391408043013
3.742375523415989,4.14250286236381
3.412775955445732,2.3099643698009316
2.030342550484595,2.482614460094039
2.837122007647404,3.608209765214796
3.59347627074233,2.9819358870533916
3.05130841370546,3.6608653224056926
2.9518015118544194,2.071631018777744
3.9279592226812774,4.330905224591397
2.2394834622874833,1.6732392107227259
2.816059147546174,2.2638247542225893
,0.10528247302416838
1.2933310968377911,2.349335373212795
,-2.081958812004988
2.318833524378209,2.42190336857554
3.3372522213643503,1.7924171065342163
3.0930376104595503,3.09216622677926
2.456049450125278,3.438049171779155
2.353715371485923,4.106526925427915
3.4121194833821207,3.922197238577027
1.3651471468302394,1.6206625060119446
1.2564523845741316,1.067504113121142
2.5191048137679526,3.663318429640853
2.281759545030658,2.7723361847663788
3.175406642093221,4.411341195639062
4.566467637732328,5.753619218410687
3.8259914662552563,4.953096248013582
4.7292801084364715,3.5471236580926044
4.218663832657535,3.2334827372784076
3.5781929447760477,5.646635277571567
2.403037905953851,0.7285993814388709
3.549664068537362,4.0638812135080835
4.073939997326391,4.915527719774745
4.686365201218329,6.58201255191597
3.2252348702377143,4.2559264559180345
5.230067734667928,4.892818665852336
,-2.504863154822823
2.025153412719193,2.865041106505293
2.2757082274052483,2.1955700688761097
4.278747438953318,4.525042015246832
2.885040966700871,3.271010140237835
2.8795254372263597,3.364228847538791
2.157214877268338,3.1040213005549546
,0.25114869838869236
4.467371137912918,4.121439493773592
4.362373642987885,6.496885264198278
2.922517099234486,1.5977908959619944
4.740436002430098,5.099964232428164
,-2.1534798311804932
2.5861408642723323,3.625846298832462
2.891996561396372,3.1125328600924163
3.1786901496593702,4.565172480270129
,-0.5327931470594881
2.8321447251241905,1.9235386738234106
3.513182022615168,4.782845721756229
4.12410654443976,3.6277830024277145
2.9892772842475246,4.151417277737649
2.2906269658116964,0.7889478279140822
1.1459811955294696,2.00795350410963
4.068970005590124,3.523009608628097
