x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1.9128773216264996,-0.5097381670924734,1.9359226279097106,-2.119991945856099,0.4741369881938108,3.6475433869918636,A2,B2,C33,D3,-23.85895712818187
-0.34125208564367776,0.341501840247468,2.2686660450145104,-0.9488345537477895,-0.49252324960974825,4.159112750076048,A1,B4,C32,D2,4.795576478281939
0.6581569624337241,-0.3479332756352522,3.104408838453524,0.23692783117864263,0.3592403019971509,6.4985566809322,A1,B4,C4,D2,16.35909012688812
2.2885399227772107,-1.028833958380254,3.5544892990561285,-0.21513650424784225,-0.43675977157833606,7.154873858719774,A2,B1,C11,D3,-24.550723487706886
0.6183576370187006,-1.5268773313216106,3.857197196973156,-0.34390203720087026,0.09820616966873023,7.857793669538533,A2,B2,C12,D3,-23.03301983679776
1.1315602233172914,-0.7548204277154036,3.0652475733939877,0.1884940082548845,0.4246008528674379,6.081831681855324,A1,B5,C6,D2,1.7102248322640399
0.513451806823779,-0.583662958726155,3.414885344599575,-2.376696339417741,0.8566041262126388,6.848704874619494,A1,B5,C12,D2,-10.803310402397551
0.31115921728655266,-0.4659820346338624,3.2061179498492716,-0.4869538836900424,0.2499898220218277,6.524894106202126,A2,B2,C46,D3,-29.843005854345943
0.538255208138679,-0.9499444731792581,0.8231882132217487,-1.3535704163883353,0.10251478148342726,1.4480169924431676,A2,B1,C14,D3,-14.95550464112995
0.8121107357747978,-0.20942620825282673,3.76000369176245,0.37154877616747284,0.4394860637197687,7.240392383751222,A1,B5,C14,D2,6.253805893317142
0.903958530808764,0.6247703388516571,2.3509221082823926,-1.051727441002696,-0.9689786755120815,4.758820209254962,A1,B1,C42,D3,1.059291545832331
-0.17791761627974803,-0.8945138419272213,4.5334921253438445,0.9883909748969677,-0.014656378919814885,9.206059071608607,A2,B2,C1,D3,-21.43521521142299
-1.3341827104581487,-0.9992484273342649,4.755176325495669,0.21011233724340428,1.3396601067965908,9.655180695468715,A1,B2,C26,D3,-4.315877402238298
0.27903996571410467,-0.494565480186418,2.6567110853630886,-0.3392566607861922,1.213893027115539,5.216807442261341,A2,B1,C41,D3,-28.332748427314783
0.31182048965186177,0.027812680770964816,2.508377976621346,-1.7106572473562096,1.9016203884955136,4.727273407752317,A1,B1,C37,D3,6.955270803468328
1.4859745090387912,0.47074327287487866,4.208403970485461,1.23255974760304,-0.007875362153121438,8.35229768365014,A1,B3,C15,D1,0.4277928676227667
0.883155306587646,-1.8937534805190352,4.313240270558838,0.28637061536659686,0.7907221019253985,8.65416756082707,A1,B1,C37,D3,-9.017121448180012
-0.4367261040404727,1.0248947767791488,4.20538745531873,0.3906791428212442,-0.4599175851943384,8.053113317439315,A1,B2,C35,D3,-5.281646087464272
0.6666364970360271,-0.2690881228957764,2.0763087792141186,0.3062792553917974,1.760566286315357,3.9104501773563873,A2,B1,C15,D3,-25.184681312695375
-0.044919963790231006,0.2121350923465998,2.855067309477124,-0.1602371328185308,-1.0212928849521115,5.763730750775019,A2,B5,C21,D2,2.748710863721119
-1.3527472530897746,-1.4146395628487567,3.7634078907540225,0.46572063130319846,-1.0028489131707017,7.497506241569564,A2,B1,C33,D3,-12.179988714443763
-0.45488202977813647,-1.5997079353627184,2.6152752038632285,0.4723871445478657,0.003258422459978723,5.232849922431893,A2,B1,C48,D3,-10.12152958498078
-0.036650045008840115,1.9854227962026123,3.884491197952234,0.6397521890065898,-0.4138258804917114,7.578665540271258,A2,B1,C11,D3,-14.151946711098327
0.5804069800349083,-0.8323807058525755,3.9287701822107763,0.5620859383374583,0.266478242245764,7.775871228899178,A2,B4,C17,D2,-14.641054350474818
0.5858101409783286,-0.594900582936851,3.0296685588524794,0.8476062690110071,0.32534489532815797,5.9528052817275485,A1,B2,C3,D3,2.8480032624560114
-0.8880875843739675,-0.6678548494332797,3.5081878128340347,2.117623978312383,-0.17519495282792158,6.752055356071179,A1,B3,C35,D1,7.248656284280207
-0.24619504456168914,-1.4284268793371626,3.6882022151857767,0.7914513165629797,0.5327296193849045,7.557098619299568,A1,B1,C17,D3,10.987762915791642
