x,y
2.2068770384296936,2.5299049353252867
4.028246368298918,3.340644872673769
3.2886551487917295,2.9121966926001193
5.205832522704716,2.724151196567503
4.435429562811989,3.0093942319079625
4.199870959954613,3.8396947733897893
3.55428404861191,3.1498897103035595
1.4841733670321124,1.30101563466605
3.626010721211504,2.8600915019530664
2.1635770432706067,1.4486293171838198
3.1788772851127733,2.859391253314347
3.123003291989869,3.1427532155430873
3.5500619265684925,2.975968804976515
2.049802592273256,1.8139260641401627
1.9190679319568895,2.1180251868139783
2.3454810193397493,2.285431678032906
2.2638284399695374,2.7885041832101516
2.9313061427187868,2.707402531207347
3.76716875815976,3.0521466071150667
2.884838570265362,2.4814756645925304
3.186859628032857,3.39184311710238
3.8964547305087445,3.293207487042481
0.9511694031411402,0.9865737296214684
4.503625371722906,3.2648929553823716
1.7854496910635467,1.6026501121562715
2.901431577591211,3.060901698147717
3.6786206654069784,2.772180434392479
3.129972224621072,2.8610642724892954
0.8169671916727221,0.9340781984258486
3.8897586657235093,3.378217416918233
0.4534735560743557,-0.038310231739396905
3.4937722655908785,2.8754179711564283
2.9375194105252174,2.556021837615673
2.8944522217779483,2.5042631105245268
3.414519359654333,3.811232278850567
3.2269893098298432,2.7844064113113856
4.142460401064737,2.8121404124050495
3.9774410461868546,3.1171403116568426
2.490799445427045,2.2410957319424143
3.6284100432357107,3.0264940195655714
1.39312995564475,1.5532873715954232
2.4882681935221163,2.2627959195470915
2.7429208737729045,3.2909893544189277
3.198094979948769,3.069467525833928
1.9174363872325557,0.8077536308504476
0.8694516766533793,0.43518796109965274
1.7346768306398688,2.018561147882214
2.7749638576441713,2.7738582166920853
2.6843351989519126,2.638379223762958
2.9084908531482663,2.6651913066673902
3.3576983099714903,3.0261931545929963
1.8230822851277795,1.5666348686255236
2.430773423495364,2.585264867445497
2.785455855347047,2.175930785540422
4.960814365552303,3.056248629083056
3.4817450027547463,2.4277104810333365
2.781239552289614,2.641355083433708
1.8556575442127643,2.0248299185985714
3.44005636085194,3.2081916700517783
2.958520255484611,2.9687037096284445
3.8933631840918084,3.1656088454835523
2.0392139918953798,2.1170114484553855
1.8346608433679097,1.9858352430100297
3.309401165854349,3.1040713749227846
3.9958682722580816,3.290515801055225
4.128733444910543,3.792468300865406
4.242238132915577,3.4289422690260407
2.930163489653363,3.14706443925931
3.1385633434026157,3.1294784936833056
2.922598889829316,2.803521919257535
1.8653777331980246,2.0499768411804613
4.374934186571015,2.8946550891365
4.081745937985938,2.2367098693493874
0.8326856596009926,0.18709576021689722
1.7631908636238165,1.56233646226277
5.550340813747901,3.071324945467557
4.94965941779059,2.6716189001624278
4.297885061288471,3.185268901326555
2.7444689756402694,2.03205338699472
3.138639411443666,3.5618376871094046
2.2315892049397594,1.764529279244911
2.938847606316516,3.039134736783205
1.6985006702095187,1.7643720726873295
4.386861559199229,3.349359832301952
3.2839141826615865,2.832803655423325
3.301591417647726,2.6194099873009082
3.4585568670354694,2.769374948298842
2.008530216501935,1.7255950925724477
2.063939928392025,2.351216977340291
5.139582362135793,3.1823507365821873
4.042881879737186,3.4371810108866536
1.7106370577515584,1.5813721800373186
0.7757340764609069,0.8581915450220091
0.8721820338134947,0.32044079250056556
2.320229976581626,2.3752407065731016
3.158724072924143,3.1834899713806246
3.6529243305269508,2.6045451930880037
3.4364796061718423,3.0544428148723886
1.0129965437998631,1.4404503582090975
2.634648664319143,2.4584095442863694
2.8867064645023426,3.2557053251444614
2.8721685229279292,3.193009535180517
2.3759560504261623,2.480379205642114
3.3927782501717347,2.748325200691275
3.7139049288691535,3.1331807816742727
1.490544398753708,2.1561697781862126
1.1731812727632374,1.0274142203824117
1.9828888872299522,1.9869852846341267
1.4913320953346108,1.544075476424901
3.0573024292944266,3.057031574761406
3.805530437594403,2.9870270046555
3.4347670859870076,2.8048594600801007
3.095222253606914,2.9812184156120103
3.7971323202886285,3.1737072780280937
1.4106320748719543,1.593538942861545
3.5992414136403355,3.0936431996089193
4.359553085255106,2.741417412007542
2.616696040078516,1.9984980606861962
1.9088961693523707,1.8448799798614837
3.478704741932397,2.594383937646648
2.481965261557896,2.0777174708819146
2.92393448814353,2.5040351898192923
2.5105918355411134,2.5767137745327147
2.7563455276138944,2.956175491693648
2.532123038231039,2.094894679005408
4.974627952876647,3.6012395243799085
3.6014129942408593,3.613131390751313
3.475499598092976,2.696408085075665
1.275942321769019,2.0200716706660042
2.1239681300683815,1.1718386219182424
2.7943183250037777,2.5480905680782153
4.013583753618868,2.861890817155712
3.9601172428339395,2.6799236924335688
3.9575486937069475,3.299640767892799
3.213454319760586,3.3415343968824436
2.4954705663660035,2.5704642769829285
1.924785239697545,1.8373056430423331
3.6264620111257697,3.197853208870327
2.5155695060714787,2.046029883790555
4.62839946935058,2.915531174952689
2.7126144268227255,3.0150449684976417
4.183390613060031,2.851759497587638
2.8029659008623824,2.790522450518638
4.81030051493884,3.674265678907698
2.485405870080127,2.2541447127066783
0.6792706458018669,0.22258642284106356
2.3706645213585325,2.410818396554419
3.6455255876689585,3.161947024180796
3.0077071025445545,2.9338188978550366
3.257644917797912,2.5816393765157555
2.5543149610723486,2.5281122825238738
2.6810133714043345,2.482366186264519
3.9889372534448775,2.7217324817789175
