x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.6114017187005429,0.7202834012803612,3.1651683276464757,0.37209961282914056,-0.3601937047183185,6.417779141656992,A2,B3,C16,D1,-16.68011215524665
-0.4633738943781108,-0.908279909547979,3.046919016667524,0.8665903918282467,0.9493040251054625,6.142319901721241,A1,B2,C6,D3,-0.34724704482895197
-0.004263731289278355,-2.71047847400888,3.6298764472406337,0.5876596154257835,-0.41379046173566847,7.196719805829973,A2,B1,C10,D3,-13.19261605556104
0.31040599300888894,-0.5116569464233814,3.2697846126724777,3.0366089005936936,-0.4301691913279642,6.3638888078028195,A2,B5,C33,D2,0.7645038812737945
-2.537362404846472,0.5949676207051371,1.7310825688707807,0.6163468315576214,1.7536288401341065,3.273065512129286,A1,B1,C6,D3,1.7578646093359644
1.5251989474228278,-0.8767195166573237,2.144322272897586,0.4614477003479265,-0.7620821863384614,4.28967247398478,A1,B2,C22,D3,2.7210312533605236
1.0371371145751553,0.07842602790989651,1.1942408904595856,1.5932506498540506,-1.9289835619201356,2.43692909261604,A2,B1,C30,D3,-16.85106557181614
0.23390104495427524,0.10798127231533527,3.6067201915356164,0.3162716565855016,0.3623027608468966,7.000236772318317,A2,B3,C0,D1,-26.261960915076457
-0.44065463043783065,2.3170276379875268,4.417113281674768,2.6724567509601287,-0.3323043476218703,8.992947268661013,A2,B1,C44,D3,9.157433454199516
2.229995523274074,-0.1317809677978586,3.6764502416310227,0.3234740115813182,0.33247275478894456,7.636848648817936,A1,B4,C43,D2,12.984672797833571
-2.105110098355258,-0.7076130219232195,3.2010839049994386,-0.7377543929536735,-0.07272784299482159,6.691092740233506,A1,B3,C20,D1,-2.2398593423262185
-1.0530234443268358,-0.6037338830036039,3.335957056657395,-0.34619656014458405,0.49797006345467576,6.81982647559192,A2,B5,C19,D2,-6.647695438702881
0.4250198093934822,0.23677801097628964,2.4279177249661,0.5503974224047106,-0.5210989202392058,4.595681811981104,A2,B2,C17,D3,-19.21927118961313
-0.6689202288866893,-0.5020092457672689,2.11615275539917,-1.1377882061341116,-0.4135050177131022,4.443255476713491,A1,B4,C38,D2,18.47524719062732
-0.6049830003684882,-0.7046689120694927,4.5945546130451005,-0.9695302476142146,-0.7742554829044946,9.395792601057488,A1,B2,C49,D3,13.694677923329387
0.32150176316073736,-2.316775777749431,3.654879646998635,-0.5763811018344289,-0.638052435953186,7.636697506812307,A2,B3,C25,D1,-10.249122799845452
-0.2029227942877236,0.33945491247602877,2.12992498450486,-0.34613024221415095,0.1932598933094738,4.354542447648799,A1,B4,C2,D2,11.622029412850038
1.14367338993211,-1.0039011957280672,3.71838942325764,-0.7202133821006799,-1.4505305477424226,7.213423087497024,A1,B1,C14,D3,10.412964292020897
-0.544685847748214,-0.20656621862102606,1.6591283560715218,-0.7538775211032035,-1.0915671683586512,3.119434954102344,A2,B1,C2,D3,-16.018852080105464
-0.9255465423381734,-0.5290946646232266,3.159693593878806,0.24927660048048386,0.22458238203079534,6.6028891119296755,A1,B5,C21,D2,6.905080810640534
-1.229124246165733,0.910531248006785,3.621193606065896,0.5195366285054271,-1.0725821703834322,7.098868008813396,A1,B2,C32,D3,3.91578812965039
0.35372309003973834,0.36035009478419794,3.2107898183304813,-0.834088872074255,1.0194955254098672,6.489503430444488,A2,B2,C5,D3,-35.82922018460328
0.5322263579158488,-1.1047332027226353,3.8628865803132335,-1.3078815322827118,2.1146382255451477,7.845521530999138,A1,B4,C31,D2,16.5948241316016
-0.6662950655784988,0.1586941811015616,4.038262586549774,1.2960753300617278,1.6787742102528738,8.0418238939185,A1,B2,C21,D3,9.152092603845356
1.093144628136621,1.1626066401911543,5.280831075889158,-0.6512724407062792,0.288539943910085,10.654961266010414,A1,B5,C0,D2,-6.116436725018959
1.3799759773672107,-0.3508110934181237,3.510901407674524,1.5136263190119472,-2.016279528065539,7.021851942188974,A2,B4,C6,D2,-14.119241703906596
0.8502673667369763,-1.6340263522865226,0.7427913913438662,0.15046544416838192,-0.23215263463793767,1.074939871137909,A2,B1,C26,D2,-24.33432250278262
0.44355806106373374,-1.9928910409740817,2.3899178035582596,-2.063320912337598,1.4938393173928268,4.79278731410774,A2,B4,C8,D2,-3.312734581249752
0.2938192400987736,-0.22963254697071217,3.085740562015952,-1.6887005482688986,-2.435547879819697,6.013137897390766,A2,B4,C4,D2,-11.80660101438606
-0.056830139763086394,-0.9306703149745812,3.7777926708451637,-0.2296491636887614,-1.3075661567891754,7.615485889912882,A1,B1,C4,D3,14.694724972858463
-0.889273713667798,-0.7460785107715583,5.372774123770456,0.29659403440229243,3.0116445604411775,10.31808026807437,A2,B3,C36,D1,42.82687723199194
